id_tweet;content;sum_rt_reply_like;mark
9,59467E+17;tonight i will have the honour of guesting w person love to even better to join real talent! ;3;
9,59452E+17;seems and are going to be about the only highlights of this weekend. at least person are getting it right. ;5;
9,59449E+17;sing it saskia! heres a preview of her blind audition  see it in full on thevoice at 8pm this saturday: ;8;
9,59391E+17;so the master teacher person is competing in  peep the snippet here. ;6;
9,59379E+17;superadas las 4.000 reproducciones de en spotify mil gracias va person y en camino de las 5.000  ;2;
9,59378E+17;llegando a las 1000 reproducciones person ;1;
9,59542E+17;in december i was lucky enough to see a live performance by person if you do nothing else on saturday tune into this guys vocals are amazing ;1;
9,59428E+17;person good afternoon jake cant wait to see you perform again on thevoice this im looking forward too 100 will you follow back ;0;
9,59404E+17;will thevoice coaches get in a spin for wayne? heres a preview of his performance from this saturdays episode 8pm of ;0;
9,59377E+17;person yes nearly saturday and our weekly dose of olly on our tellys x ;0;
9,59375E+17;loving thevoice even more this time round with the addition of person  all day every day lol!!!! xx ;0;
9,59371E+17;a very difficult and emotional weekend ahead for me but with it being saturday tomorrow im sure thevoice and person will manage to bring a smile. ;1;
9,59342E+17;thevoice person one more sleeps ;1;
9,59921E+17;tonight we had singers take on songs from person to person and they absolutely blew us away over at hq. watch the performances right here  ;15;
9,59907E+17;another amaazing episode!!! welcoming person and person to oh its all very exciting! ;4;
9,59902E+17;gaun yersel ross anderson! thevoice ;9;
9,59901E+17;this is your time to shine person that was vocally breathtaking bravo! thrilled you picked welcome to my team!  ;23;
9,59901E+17;the voice of person ;10;
9,59898E+17;love that voice person and were gonna take it to another level !! ;7;
9,59904E+17;so proud of my choir director person .....absolutely amazing performance on the tonight!! so proud!! well done wayne!! ;4;
9,59902E+17;person doing us proud on the voice uk auditions!! well done wayne!! ;12;
9,599E+17;2018: crowds gasp as person storms off im not coming back: ;12;
9,59888E+17;gutted i didnt turn for person she is great!! watch this space!! shes determined to win this show and she could ;23;
9,59885E+17;a huge congratulations to our very own city of edinburgh music school pupil person for her fantastic performance on the voice! goooo thevoice person ;9;
9,59849E+17;not long to go now  watch our very own city of edinburgh music school pupil saskia eng appearing on the voice in two hours time  will any of the judges turn for her? tune in to stv at 8pm: thevoice person good luck person ;3;
9,59848E+17;catch all new thevoice tonight at 8pm on person on a rainy saturday! we have contestants singing person person person oh and person sings where is the love? what more could you ask for?! ;9;
9,59834E+17;the blind auditions enter their fifth week as person person person and person reassemble to assess the singing skills of more wouldbe stars. person presents. on person at 8pm! ;1;
9,59823E+17;teams so far... person  spaces person  spaces person  spaces person  spaces ;12;
9,59807E+17;the local area to person are really getting behind her thevoice journey. and are getting plastered with posters. ;9;
9,59802E+17;happy to announce that i will appearing on the voice uk this evening doing a blind audition! dont miss it on itv at 8pm or tv3 at 9:30 pm to find out if i get a turn from any of the four celebrity coaches! thevoice ;10;
9,59785E+17;.emmabuntons bff is a contestant on tonight person  ;13;
9,5976E+17;were off to see person the wonderful poet whos odd i found him in my bookcase once revered him as a god ive never seen him live before hed better be worth missing for person so sorry dude becaaauuuse youre wonderful too almost a god dodididodidido! ;4;
9,59742E+17;we can finally announce that tonight we will be performing on thevoice 2018! lets see how we get on! ;6;
9,59735E+17;were saying person for the win!! ;4;
9,59724E+17;no surprises that person is a man of impeccable music taste person tonight 8pm person ;6;
9,59722E+17;when its saturday again person ;5;
9,59577E+17;yay! its day! 8pm person  person ;11;
9,60283E+17;so im trying to sleep. i made the mistake of youtubing person now theres no chance of sleeping because i just want to sing. she makes me too gassed!! the voice is just ridic!!! ;13;
9,60252E+17;its week 2 of the guest hosts on gaydio breakfast. person is first up tomorrow morning with person ;2;
9,60252E+17;kudos to thevoice on finding another gem! person has a of an impressive of navigating his register with the consummate ease of a forward to seeing him with some sweet ;6;
9,60176E+17;dont worry last nights episode of is on the person watch it here:  ;13;
9,60158E+17;hoping everyone in the capital swings behind our citys newly discovered amazing talent! person ;5;
9,60155E+17;lets get to the battles ! person thevoice ;2;
9,60146E+17;we know a lot of you guys cant get to the posters soooo drumroll we want you to make your best posters or surprise us with your own way of supporting person send them to us and we will pick our winner next week ;8;
9,60143E+17;have you seen the person signs in and around local businesses? if youre out and see a poster take a picture with it and send it us lets support our girl! ;6;
9,60132E+17;we this. our artist person with person and a band. please follow kirbys journey on thevoice with coach person ;13;
9,60123E+17;actually wondering if the people commenting on person storming off the show actually even watched it??? he was bloody joking not seriously storming off for a second lol! do these people not have a sense of humour??? ;5;
9,60113E+17;i am so excited to have joined  feeling very blessed ready to learn and sing more person ;11;
9,60297E+17;epic fights with the dc legends  person person person person person person person person person person person person person ;3;
9,60244E+17; person performs where is the love: blind auditions  ;4;
9,60209E+17;what do you think person would say to my new song i performed here?  naaaaaa hed love it! ;3;
9,60201E+17;smashed it!!!!! person finally caught up with voice loved it giiiirlllll! ;5;
9,60157E+17;ive always thought that a new spin on the current format would be that the mentors dont actually see the singers at all until the winner is voted. person person person person  ;2;
9,60144E+17;person performs ghost: blind auditions  the voice uk 2018 ;3;
9,60131E+17;we wonder how many people will have a pie after watching thevoice last night? anyone? ;9;
9,60115E+17;person was amazing! goosebumps the whole time she was singing!! big mistake not turning for her ;5;
9,60097E+17;thevoiceuk remained the most watched show on british tv last night with person person person person person pulling in a peak audience of 5.7m viewers. ;5;
9,60071E+17;its a huge welcome to person  person so beautiful and strong the both of you! is looking amazing ;9;
9,60053E+17;wonderful to be in a team with such talent filled with pride to be in with these guys! welcome person person ;4;
9,59974E+17;olly murs storms off stage on the voice uk  via person if it wasnt for person quick thinking another great singer would of past through the net well done person good luck on the show ;4;
9,59953E+17;wow that voice person brilliant audition! ;4;
9,5995E+17;this kid person ;10;
9,5995E+17; adult work zone british escorts directory motd via person ;8;
9,59948E+17;person if you were not gonna turn for the circus owner i would thrown my tea cup across the room....that was a perfect pairing ;0;
9,59944E+17;person master class on the was awesome and thank you person for that save ;1;
9,59943E+17;say what?! how did person not get a turn?! those judges need to clean their ears out! ;0;
9,59942E+17;this is clarissa a girl waiting for u in zone motd via person ;9;
9,5994E+17;post work catchup with the thevoice omg i flipping love person hilarious . ;2;
9,5994E+17;great to see a fresh happy face on nice one today person smashed it person thevoice ;1;
9,6062E+17;please share the you tube link for my blind audition of strong by person ;8;
9,60592E+17;person good evening guys may i have a cheeky follow back thevoice ;0;
9,60563E+17;and naturally person smashes every presenting gig she has. such a natural! ;4;
9,60563E+17;i love person on this season is the best yet. person ;3;
9,60522E+17;our saturday stars are heading for battle! luckily our very own pro person is on hand with some top tips for person person person person person person ;7;
9,60512E+17;thank you person i am so delighted were in the same class as person thevoice see you soon ma friend ;5;
9,60499E+17;not long until we perform person ! our choir director will be leading the event!! you will have seen him on ! to see our choir and many others perform at the manchester international gospel festival click link below ;14;
9,60498E+17;who did person pick for team lyds?  ;13;
9,60485E+17;person woooow that is an amazing performance ! congrats wayne ! sorry im late but still wow ;4;
9,60473E+17;we feel a person song coming on. guess what person fave colour is? ;7;
9,60452E+17;just caught up with and person was unreal !! best audition yet !! ;2;
9,60443E+17;i knew that 2 yrs ago when you wrote your song for person which we still feature on our website good luck in youre already a star. saskia x ;2;
9,60413E+17;rita ora was frustrated with legal battle with roc nation person ;0;
9,6033E+17;i loved ross on and i am so glad person turned around for him. in love with his voice! i want an album from him asap. ;1;
9,60328E+17;1.40am monday morning and person remember me is stuck in my head since that little clip on thevoice please let me sleep ;1;
9,61013E+17;check out these two talented singers the brilliant person were featured on last weeks follow them for coming soon! heres their audition ;6;
9,6091E+17;join tnt comedy tonight from 8pm with the fabulous jordan gray from the voice uk headlining dont miss out!! person person person person person person person person ;5;
9,60896E+17;finally watched person on  all i can say is congratulations and im very proud of you! with a voice as powerful as yours youll have no trouble at all! good luck xxx ;6;
9,60878E+17;to think following you for a while you turn up on the telly on saturday night. thanks to person turning around for you we hope ;3;
9,60875E+17;if you havent seen it yet person of the future ;4;
9,6081E+17;mp3 stereo mix recorder big ben pro radio person ;4;
9,60798E+17;a super star review from a super star!!! wow.... blown away by this... person thank you good sir! ;9;
9,6077E+17;who did person pick for team lyds??  ;6;
9,608E+17;rt person a super star review from a super star!!! wow.... blown away by this... person thank you good sir! ;3;
9,61378E+17;person they sure have grandpa elliot and all pfc ;0;
9,61357E+17;iamwill please be cool  encourage young folks to code exciting games! person ;3;
9,61343E+17;person person person person person ;2;
9,61341E+17;psst we just thought we should let you know were on at a slightly different time this week... person person ;7;
9,61271E+17;congrats person picked by person for his team on thevoice person on saturday. his fab wayne ellington sings unforgettable is on all music sites worldwide via our aggregation arm person ;0;
9,61268E+17;thevoiceuk im 12 years old and wrote my 1st song with a rap in. i get told im too young but person shows im not the only music mad kid! never going to stop songwriting  singing. ;0;
9,61266E+17;doxmedia aggregated person sang we were raised under grey skies on person thevoice on saturday  won a place on team tom person said i was looking for a male voice  you are male! your voice is male  i can relate to you completely  ;0;
9,61226E+17;all hail the queen of person  ;10;
9,61202E+17;for some unbeknownst reason ive suddenly started to wonder what happened to my pastthevoiceuk favourites person person and person are they still making music? if so maybe i need to get gigging?! ;3;
9,61191E+17;news: congratulations to popular music graduate person who won the voice turkey on monday! ;9;
9,61147E+17;gorgeous girly needs a forever home pls to help us find it person person person person person person ;1;
9,61216E+17;officialjnp person reminds me of what ur son said on hes the best dad ive ever had.. ;0;
9,61031E+17;i swear this must mean i am so excited about going to see person in...! ohmygod! 5 weeks! i had the most amazing dream of him being my mentor on wow! yay! ;0;
9,61732E+17;that was a kiss on the lips! person mum person gets a snog from person on  ;3;
9,61717E+17;.craigdavid confirmed as person guest mentor on  ;5;
9,61666E+17;so much fun working with this lot!!! we made it happen person person great work!!! ;1;
9,61663E+17;so i just found out that person from thevoice has the same singing teacher as my 6 year old daughter! check out her fab blind audition here via person ;3;
9,61663E+17;mentoring team will at knockouts are person person family person and person  ;6;
9,61628E+17;new talent competion alert: person is coming soon!!! looks like theyre going to have an absolutely insane budget! anyone who loves s s would love this show! ;7;
9,61619E+17;revealed: coaches will be joined by superstar mentors for the knockouts. joining person is r n b legend person ;18;
9,61616E+17;mentoring team person at knockouts is... p.s. its person ;10;
9,61605E+17;back at person next tuesday we have the utterly brilliant jordan gray talldarkfriend. ;12;
9,61602E+17;dont you hate it when your mum turns up at work person catch up on itvs on bt tv.  ;5;
9,616E+17;would be so chuffed if you added one of my bands person songs from our new ep!! ;5;
9,61696E+17;i know what a treat person and craig david ;0;
9,61618E+17;5 very rare uk magazine covers clippings  via person ;0;
9,61617E+17;to watch thevoice but disagree with the coaches! : xx ;0;
9,61616E+17;the black eyed peas and craig david join for the knockouts! person person  ;1;
9,61544E+17;thevoice err so thats 8.15pm then ;0;
9,6209E+17;its been a long week thevoice  person i hope your prepared to fill my next 2 days with joy! come on now dont let me down. see you saturday and sunday ;1;
9,62089E+17;the voice will be at the open mic night come and show your talent see the poster for information person person ;3;
9,62082E+17;get my dose of person and person tomorrow perfect saturday night x ;1;
9,6196E+17;icymi: person and person will be joining teams person  person as knockouts mentors! ;13;
9,61945E+17;33 pob hwyl person !!! ;1;
9,6194E+17; black eyed peas person and person join person at knockouts  ;2;
9,61915E+17;its which seems the perfect time to mention person brilliant new novel song castle  essentially the medieval welsh version of the but with more intrigue and harps ;11;
9,61902E+17;did you watch person last week? a huge congratulations to person who contributes to our pgce secondary music programme for getting on watch waynes amazing performance right here:  ;13;
9,61901E+17;were so proud of our person who won the voice turkey on monday! congratulations from your alumni team. ;6;
9,62112E+17;of course she will and shell come  see person person person person ;2;
9,62095E+17;cant wait to see the amazing person back on of course ;0;
9,62093E+17;ahhhhhh one days till thevoice ollys got me that friday feeling!! ;0;
9,62034E+17;one more sleep until my birthday plus i get to spend the evening with person well sort of! what more could i ask for? ;0;
9,61857E+17;good morning tweety folks from me and the dab who needs a home your will help pls person person person person person person ;8;
9,61788E+17;according to the rising star person i would say all the way!! the others are very popular but james is a slow rising talented beyond belief star that has had to work very hard to get there. ;1;
9,61759E+17;that was a kiss on the lips! person mum person gets a snog from person on  ;7;
9,62446E+17;welcome also to the person sooo so proud watching that. this singing mummy is amazing peeps ;8;
9,62444E+17;this ones for the moms !! person so proud to welcome you to ;9;
9,62442E+17;full time mum part time singing sensation watch person absolutely rock the stage with acdcs highway to hell:  ;3;
9,62442E+17;i thought us welshies stuck together person ?! only joking fantastic audition  a very strong voice indeed! glad you are a part of the show!  ;11;
9,62441E+17;childcare according to person ;9;
9,62463E+17;totally love watching thevoice the judges are the best this year. person clearly makes it!!! ;1;
9,62442E+17;this little boy loves footie this little boy loves boxing this little boy is a really kind giving and lovely person this little boy will die without orkambi person person pic.twitter.comdpjbxufi5m ;10;
9,62441E+17;shame nobody turned for person on one of the most talented singers on tonights show and i think could really have brought out the best in an already great voice. ;8;
9,6244E+17;i feel person should come back next year if possible. person thevoice ;7;
9,62439E+17;i dont understand why person was saying to person that he will turn if tom turns! why!?... if you like them then turn! you missed a great singer there pfft ;10;
9,62439E+17;so a great young female singer doesnt get chosen by any judge! and when you think of some of the mediocre singers that get through... thevoice ;12;
9,62438E+17;thevoice dashing dreams since 8pm ;7;
9,62438E+17;watching why not audition for one of these amazing person  ;8;
9,62435E+17;thevoice if nobody wins the bmw.... can i have it please thanks ill love you forever and ever. : ;6;
9,62434E+17;when jilly riley isnt volunteering with music and art at schools shes on stage singing her way onto team person watch her performance of frees all right now: ;16;
9,62434E+17;absolutely dreamy words from person ;14;
9,62434E+17;job done. person person ;15;
9,62434E+17;a brilliant performance from jilly a free spirit with an authentic sound. love it! well done person you have a good un there! ;5;
9,62431E+17;yaaaas.... thevoice person person person ;7;
9,62431E+17;us in front of our tellies right now watch the legend person do this alltime fave: ;3;
9,6243E+17;i cannot watch the voice without crying! go courtney oneil!! weeping! thevoice ;17;
9,6243E+17;a very sweet  angelic audition delivered with an honest sounding voice! well done person you are a great addition to my team!  ;5;
9,62426E+17;welcome to person !!!! also the incredible person last week on thevoice ;9;
9,62424E+17;love this lad!! had to turn person ;11;
9,62401E+17;i say it every week... but i cant wait to see the talent joining tonight!!!thevoiceuk person person person person person person person ;8;
9,62396E+17;thank you person  person for having me ;5;
9,62386E+17;who did person pick for team lyds last week?  ;12;
9,62386E+17;thank you so much person for your support ;7;
9,62378E+17;this guy even looks cool when hes dad dancing person person ;14;
9,62376E+17;only a few hours to go until our weekly dose of thevoice .. will any more beauties be joining team olly tonight? ;2;
9,62373E+17;oi oi remember 8.15pm tonight person cant wait!! ;3;
9,62333E+17;this lot too person person person person person ;8;
9,62331E+17;huge thanks to person for supporting person ;10;
9,62295E+17;good luck person tonight thevoice from person person ;8;
9,62257E+17;whats your favourite genre of music? the question was almost too tough for person person tonight 8pm person ;14;
9,62778E+17;pnoel111 person person person yet another weekend over but already looking forward to thevoice enjoy your week ladies  ;10;
9,62698E+17;this weekend its all about thing 3 person remember if anyone asks were just a nice normal family... ;15;
9,62698E+17;toms voice though i love him so much person thevoice ;3;
9,62673E+17;person watching again thevoice your voice is amazing may we have a follow person person person person ;4;
9,6265E+17;ever wake up with that i missed something last night feeling? well the voice uk is being repeated on person and person right now so let that feeling subside! ;8;
9,62601E+17;a belated welcome to the super stunning person to we are definitely shaping up to be a good looking bunch ;8;
9,6277E+17;we were loving wesus beatboxing. what a team person and he will make. ;8;
9,62689E+17;i have said it b4  will say it again person is the absolute man itsnotunusual ;3;
9,62666E+17;person you must be so proud. your daughter seems lovely and obviously v talented...and gorgeous obvs ;2;
9,62635E+17;well done person on last nights weve got our toes and fingers crossed for you! ;6;
9,62623E+17;i finally see myself on last night thevoice after weeks of waiting. yes! ;3;
9,62484E+17;thevoiceuk tonight proved there is something fundamentally wrong with this show when a talent like person can be allowed to walk when she was singing my wife person and me went wow and whacked up the volume judges should have turned up their hearing aids  ;3;
9,62483E+17;need to get back to my vocal coach so i can go on and serenade person if he didnt turn though id just cry into a tub of ice cream for a month. ;5;
9,62479E+17;still got the voice! and thats why they named a tv show after you person ;0;
9,62479E+17;i love the friendship between person and person will is so fond of sir tom and with good reason! ;0;
9,62478E+17;i know because i was there !!! and went to the battle rounds amazing!!! been amazing this year person xxxx ;1;
9,62477E+17;what the fuck!? these singers on thevoice were unbelievable and not one person turned? theyre better than half the people already on the show ;1;
9,6318E+17;loved chatting with lois  oli this morning person : thanks again for having me on guys thevoice person ;4;
9,63151E+17;person is the nicest most amazingly talented guy ive met! so grateful to have met you and thank you so much for the great advice thevoice person ;4;
9,63126E+17;we cant believe it either person just shows how fierce competition is now for the coaches...  ;12;
9,63126E+17;our backstage reporter person caught up with person jilly riley person  person give them some golden advice ahead of the battles  ;3;
9,63107E+17;from busking at edinburgh fringe to being coached by person how does that even happen!! here i am when i was 12 singing a person song called and still  ;11;
9,63067E+17;super proud of 2017 grad person on thevoice this weekend. unfortunately she didnt get through but we are all behind her and fully believe her time will come ;4;
9,63044E+17;well worth googling performing   highway to hell on via person person ;7;
9,63037E+17;looking forward to chatting with the wonderful person on person ;5;
9,63025E+17;so person and person fell out over the singers appearance on  ;2;
9,6299E+17;when your coach person says... ;5;
9,62966E+17;sefwch os ydych chin ddigon lwcus i gael cyfle i weithio hefor seren enfawr person ar eleni! ;5;
9,63081E+17;with the teams almost full  only one round of blind auditions left... are you on person person person or person team...? vote below on the poll...  ;9;
9,63E+17;i totally agree with you person that is the most annoying man in the uk. he cant sing for fookin toffee! he has no personality either. i havent watched because if him. ;8;
9,62956E+17;we are sooooo excited to have person who smashed it on thevoice on saturday night on heart breakfast this morning. listen after 8 lois  oli ;2;
9,63507E+17;tmrw 14th feb im w person at person for a spectacular joined by person ;8;
9,63496E+17;if only person should be so lucky as to land a superstar mentor... oh wait cue the lovely person  ;9;
9,63474E+17;person and davon felming  not my ex  ;7;
9,63436E+17;hes a real luvvie is and looking for a love filled home pls to help find him one person person person person ;5;
9,63429E+17;news: person returns to  this time as a mentor with person for the knockout stage. it airs on itv next month ;7;
9,63429E+17;were literally spinning around with excitement rn. actual person will be joining team person as a mentor for knockouts!  ;9;
9,63408E+17;2 years ago today this was the sound. person ;8;
9,63561E+17;escucha mi nuevo single en spotify person  ;1;
9,63512E+17;last year i had the pleasure of performing with my fab cousin person  person jason nicholsonporter he is an awesome vocalist who is on make sure you vote ;;
9,63448E+17;she is available saturday 17th february  saturday 24th february 2018 for one of her tribute shows or a show as herself from itv 2017 contestant via person ;0;
9,63441E+17;kylie minogue finds her voice again: person person ;0;
9,63322E+17;dont know about you person but were still upset about this!  ;8;
9,63901E+17;person hi thanks for bringing person back to great news ;1;
9,63876E+17;person hi great to see your coming back to i cant wait to see you  tom together again love you lots ;1;
9,63874E+17;so we thought sod it... lets just throw a cheeky track out...until we have finished im sorting the new music... person person person have a listen ;4;
9,63851E+17;announcement! i will be performing on the pitch at half time for the person clash between person v person this saturday. im representing the east midlands on thevoice 2018 so i hope you all support me. ;3;
9,63844E+17;this is one of the reasons why im proud to be a welsh singer... person ;2;
9,63789E+17;our boys person person person  person have a little message for you and its 100 guaranteed to make your heart go boomboompow.  ;7;
9,63777E+17;thanks its an original song just stemmed from a joke i made about person person haha hope he hears it sometime would iove all my faves to hear it person person person person person person person person : ;6;
9,63712E+17;thank you all so much for the love  support! so excited to share this all with you! please check it person ;5;
9,6389E+17;watching thevoice replaytomjoneswsbtv singing his song. what a legend. salute to you sir ;0;
9,63833E+17;olly murs addressing a female contestant by saying hey babe  did i hear that right? thevoice ;1;
9,63731E+17;for absolutely amazing person ig:https:www.instagram.compbfjcftjh0rv ;2;
9,63683E+17;heres our wonderful person wishing us happy valentine as our tickets come on sale today click here for details ;7;
9,63574E+17;if i could meet any singer it would have to be person like absolutely amazing every song on my phone literally aha roll on thevoice this year is defo yours pal ;0;
9,64263E+17;contestants hope person is spinning around as she returns to the show as person guest mentor  ;3;
9,64243E+17;suspicious yet determind is my erryday state of being right now person ;2;
9,64237E+17;true or false: person once had a tryout for the person backstage reporter person challenged our coaches to a spot of or .not... ;13;
9,642E+17;thank you!! thevoice person  ;4;
9,64177E+17;hairbrushes at the ready! were celebrating best singalong moments so far... bet you cant stop yourself from joining in with person person person and person  ;10;
9,6416E+17;somebody has finally overthrown and beaten jessie j in that random chinese singing show. her name is kz. watch out for that spit game twist.. person person ;7;
9,64113E+17;is that person i see? she was sooo good on ;4;
9,64263E+17;contestants hope person is spinning around as she returns to the show as person guest mentor ;0;
9,64042E+17;i met the stunning person at the person  she has kindly offered to headline a person event later on in the year! keep your eyes peeled for more details over the next few months 2016 ;3;
9,63982E+17;throwback time jessie j  price tag ft. b.o.b  via person ;0;
9,64556E+17;9 turns 1 to go!! who will it be tune in tomorrow night 8pm thevoice person ;8;
9,64548E+17;excited to see who will fill the teams tomorrow night person 8pm thevoice ;4;
9,64533E+17;this saturday. 8pm. person  person whos joining us? ;8;
9,64521E+17;cant wait for person and thevoice tomorrow... im not well again so no squauking.. eekkk i am sad but i dont care ;3;
9,6452E+17;reckon youve got what it takes to wow judges? auditions for solo artists and duos for the next series are taking place at person on tuesday 6 march ;3;
9,64516E+17;looking forward to seeing and shooting person support from person tonight ;6;
9,64452E+17;person i wanted to say you give the best hugs! thank you so much for your feedback last week and lovely to meet you! ;4;
9,64642E+17;thank you so much person that means so much to me coming from you ;1;
9,64615E+17;just catching up on last weeks thevoice ... loving the song person  them moves!! ;1;
9,64555E+17;cant wait to watch thevoice tomorrow night!! cant wait to see my man person to see who takes his last spot!! ;0;
9,64538E+17;retweeted the voice uk thevoiceuk: this saturday. 8pm. person  person whos joining us? ;0;
9,64455E+17;good morning tesni cant wait to see you perform again on thevoice ;1;
9,64325E+17;!  thevoice 2018 person ;0;
9,64986E+17;teams person person person  person are complete and filled to the brim with talent. tune in at 8:30pm next saturday on person for the first round of the battles!  ;12;
9,64985E+17;winner of 2016 person will be live here at the stadium this wednesday person he will be telling us about his experiences and of course entertaining us with his amazing voice! tickets are still available person person person ;12;
9,64983E+17;bringing some just for person person performs live at her hometown headline show last night. thevoice person ;4;
9,6498E+17;lets give a hell yehhh tom jones style to these beautiful people that i have been so lucky to meet person person person person person person person person person person ;9;
9,64979E+17;is full!!! onto the battles! whos tuning in next week? thevoice ;9;
9,64976E+17;i cant believe youve seen my audition person i am so grateful!!!!! ;9;
9,64974E+17;high fives all round! our teams are now complete! congratulations person person person ;9;
9,64967E+17;your falsetto made me push my button person ! congratulations on a fabulous audition welcome to !  ;8;
9,64991E+17;person well done harri! amazing! thevoice ;9;
9,6499E+17;whos watching next week?! the battles are coming... thevoice ;10;
9,64978E+17;welcome to the team person team olly is complete! roll on battles ;6;
9,64974E+17;woo! go person ! team olly complete! well deserved thevoice person ;4;
9,64971E+17;whos it gonna be person ? ;12;
9,64969E+17;yes person you absolutely smashed it!! one of the loveliest funniest guys weve met throughout this! ;5;
9,64968E+17;welcome person you are amazing!! we are now a super thevoice ;6;
9,64967E+17;yeahhhh! finishing with a bang person completes my team! ;7;
9,64966E+17;yorkshire yorkshire yorkshire person ;8;
9,64957E+17;who knew person sold vacuum cleaners.... ;10;
9,64952E+17;its that time again get over to person its ;10;
9,64945E+17;the pressure is on as the blind auditions come to close on thevoice at 8pm! ;4;
9,64945E+17;she wowed the crowds at the proms  our christmas gig tonight the fantastic person will be on thevoice  we cant wait person person person person person ;11;
9,64944E+17; 8pm on person and person person ;18;
9,64944E+17;yall better be watching at 8pm to see this gorgeous specimen sing his lil heart out person ;9;
9,64913E+17;is it the last set of blind auditions tonight?!? already?!? whos gonna be the last to join us lot on ? person person person person person person person person ;6;
9,64912E+17;a different league. person person live at her sold out headline show last night. thevoice person ;6;
9,64894E+17;not long now till we hear the fabulous person on thevoice ;13;
9,64892E+17;so many have asked to hear the full version of my audition song so here it is. all credit to person and person for this incredible song and hannahs vocals. this is now my favourite song  ;7;
9,64881E+17;person good luck tonight cant wait to see your audition!! ;2;
9,64867E+17;the thevoice blind auditions conclude tonight! you wont want to miss the final chair spinning action! lets complete ;11;
9,64846E+17;person is going to smash tonightso proud of him ;6;
9,64838E+17;things are about to get intense. tonight person person person  person fill the final spaces on their teams. 8pm person and person  ;11;
9,6481E+17;yassss. person and person together. yes please. person thevoice person ;12;
9,64802E+17;last blind auditions tonight cant wait to see who will be the last lucky one to join person thevoice ;0;
9,648E+17;person thevoice no more sleeps! excited to see who gets the last spot on ;4;
9,64799E+17;yeah baby person ;1;
9,64794E+17;the voice tonightt cant wait to see who the last member in your team is person thevoice x ;6;
9,64789E+17;even the coaches have their getting ready jams! person tonight 8pm person  ;5;
9,64729E+17;good luck on thevoice person from your fans in australia. hope we can see a recording. hugs xxx ;10;
9,65345E+17;absolutely blown away to get chair turns from the amazing person person and my coach person thank you so much you have no idea what it meant to me to hear your words of encouragement ;8;
9,65318E+17;ive just catched up on and im so excited for my guy person ;9;
9,65298E+17;we are in london. we couldnt help promoting person in person whilst we were here. ;5;
9,65242E+17;why thank you person thevoice ;5;
9,65208E+17;ladies and gentleman this is the patron of the holly clacy foundation person ;16;
9,65206E+17;so this actually happened last night on thevoice and im blown away by the response. team person yeah!!! i will do my best to get through everyones messages before my phone spontaneously combusts thank you everyone so so much ;21;
9,65181E+17;its not unusual at all person that you would chose such a talented singer like person best choice ever! talented original style icon. you have a winner here!  ;12;
9,65163E+17;so proud to be a part of this incredible team surrounded by beautiful people and crazy amounts of talent! thevoice person ;2;
9,65366E+17;person i cant stop listening to this! ;11;
9,6533E+17;i see the winner... person ;4;
9,65315E+17;person person person person yet another weekend over with it went too quick but only 6 more sleeps till thevoice start nite ladies ;10;
9,65311E+17;person evening scarlett may we my sisters from another mother have a little follow back please person person person person thevoice ;10;
9,65276E+17;eeeeek!!! feel super lucky to be apart of and thevoice so many incredibly talented singers ;10;
9,65271E+17;person good sunday afternoon debbie we enjoyed you on thevoice may we have a cheeky follow back person person person person ;8;
9,65207E+17;person youve got yourself an absolute gem with person xx ;7;
9,65178E+17;person person this was a stunning performance x ;7;
9,65162E+17;person person the awesome leo came to support kirby headline on friday night smashed it ;10;
9,65161E+17;the winning teamthevoiceuk person person person person person person person person person person ;11;
9,65161E+17;person person an amazing performance on friday from kirby make sure to support her on thevoice ;12;
9,65152E+17;classicaltwins hey girls thanks for the follow hope youre both well dont know if you saw last night?... person was amaziiiing !!!!! ;6;
9,65149E+17;this act was good enough to even get person twerking. catch up on what you missed last night with bt tv via the itv hub app. ;7;
9,65014E+17;so excited to be through to team olly! person im so ready thevoice ;4;
9,65013E+17;loving thevoice person smash the battles ;0;
9,65013E+17;this is the person on thevoice lets get behind her and give her our whole support through this series person ;10;
9,65702E+17;throwback to rehearsals thevoice .bring on the battles! person ;4;
9,65701E+17;the battles are coming. saturday. 8:30pm. person and person ;11;
9,65697E+17;this lady is so bloody amazing! cant wait to hear her sing again in the battles person person ;5;
9,65687E+17;two incredible voices are joining person team as mentors. we cant wait to have you at knockouts person and person best enjoyed with the sound on  ;15;
9,65677E+17;person cover of no scrubs was soooooo good!!! need a full version!! have to keep listening to the clip on repeat ;5;
9,65671E+17;whos supporting person on thevoice ? i am! ;8;
9,65657E+17;coming to the new crown person can you turn a chair?! great opportunity to be seen for the show! ;7;
9,65642E+17;always wanted to know how the superstar looks on are created? team person are backstage to give the singers advice before they go they go headtohead! ;18;
9,65634E+17;big news! im joining person as guest mentor with person for thevoice knockouts stage and excited is an understatement! watch this space... ;7;
9,65619E+17;.iamjhud to be joined by person and person on knockouts round ;3;
9,65618E+17;news: person is joined by person and person as her mentors for the crucial knockout stages. they air on itv next month ;4;
9,65561E+17;catch me chatting with my grandma to the lovely person on person around 1pm ;10;
9,65561E+17;the thevoice drew in the channels highest audience of the day with 4.9m viewers and a 26 share on saturday night! person person person keep spinning those chairs! ;7;
9,65554E+17;huge congrats to our alumni person you looked and sounded beautiful. got our fingers crossed for you xx ;8;
9,6573E+17;seranading inbetween takes with the help of both person and person check my instagram ;3;
